Date	State
11-2-16	CA
10-2-16	KS
10-2-16	NY
10-2-16	WA
10-2-16	TN
10-2-16	VA
10-2-16	AK
10-2-16	AZ
10-2-16	OR
10-2-16	WA
10-2-16	FL
10-2-16	CA
10-2-16	CA
10-2-16	CA
10-2-16	WA
10-2-16	NV
10-2-16	CA
10-2-16	ID
10-2-16	CA
10-2-16	OR
10-2-16	NJ
10-2-16	OR
10-2-16	OR
10-2-16	OR
10-2-16	OR
10-2-16	OR
10-2-16	OR
10-2-16	OR
10-2-16	CA
9-2-16	LA
9-2-16	PA
9-2-16	AZ
9-2-16	TX
9-2-16	CA
9-2-16	ID
9-2-16	OK
9-2-16	OK
9-2-16	MT
9-2-16	OR
9-2-16	FL
9-2-16	SC
9-2-16	BC
8-2-16	BC
8-2-16	AZ
8-2-16	GA
8-2-16	PA
8-2-16	AK
8-2-16	MT
8-2-16	ME
8-2-16	CA
8-2-16	WA
8-2-16	MD
8-2-16	CA
8-2-16	FL
8-2-16	OK
8-2-16	NC
7-2-16	NM
7-2-16	AZ
7-2-16	CA
7-2-16	FL
7-2-16	FL
7-2-16	NM
7-2-16	OH
7-2-16	VA
6-2-16	WA
6-2-16	TN
6-2-16	OH
6-2-16	CA
6-2-16	VA
6-2-16	AK
6-2-16	CO
6-2-16	MO
6-2-16	PA
6-2-16	WI
6-2-16	CA
6-2-16	IL
6-2-16	NC
6-2-16	OH
6-2-16	GA
5-2-16	CO
5-2-16	NY
5-2-16	CO
5-2-16	NC
5-2-16	CA
5-2-16	WA
5-2-16	NY
5-2-16	AZ
5-2-16	NY
5-2-16	IL
5-2-16	NC
5-2-16	KS
5-2-16	TX
5-2-16	AZ
5-2-16	IL
5-2-16	PA
5-2-16	NC
5-2-16	NC
5-2-16	WA
5-2-16	WI
4-2-16	CO
4-2-16	CO
4-2-16	WA
4-2-16	FL
4-2-16	OH
4-2-16	AZ
4-2-16	OR
4-2-16	AZ
4-2-16	CO
4-2-16	CA
4-2-16	CA
4-2-16	MN
4-2-16	AZ
4-2-16	CA
3-2-16	AL
3-2-16	NJ
3-2-16	WA
3-2-16	CA
3-2-16	TX
3-2-16	TX
3-2-16	TN
3-2-16	MA
3-2-16	OR
2-2-16	ID
2-2-16	FL
2-2-16	NJ
2-2-16	NM
2-2-16	MO
2-2-16	MD
2-2-16	NC
2-2-16	NJ
2-2-16	NJ
2-2-16	ID
1-2-16	CA
1-2-16	CA
1-2-16	SC
1-2-16	NY
1-2-16	FL
1-2-16	WI
1-2-16	WI
1-2-16	IL
1-2-16	UT
1-2-16	UT
1-2-16	CT
1-2-16	MA
1-2-16	TN
1-2-16	AZ
1-31-16	TX
1-31-16	OR
1-31-16	PA
1-31-16	ID
1-31-16	CT
1-31-16	CT
1-31-16	AK
1-31-16	TN
1-31-16	TN
1-31-16	PA
1-31-16	MD
1-31-16	NY
1-31-16	ME
1-31-16	FL
1-30-16	WV
1-30-16	SC
1-30-16	MN
1-30-16	FL
1-30-16	TN
1-30-16	PA
1-30-16	MD
1-30-16	TX
1-30-16	NJ
1-30-16	VA
1-30-16	VA
1-30-16	PA
1-30-16	MD
1-30-16	HI
1-30-16	AB
1-29-16	MI
1-29-16	CA
1-29-16	LA
1-29-16	MD
1-29-16	CA
1-29-16	MN
1-29-16	KY
1-29-16	TN
1-29-16	AK
1-29-16	FL
1-29-16	WI
1-29-16	LA
1-29-16	MO
1-29-16	MI
1-29-16	CA
1-29-16	NJ
1-29-16	TN
1-29-16	NM
1-28-16	CO
1-28-16	NY
1-28-16	NM
1-28-16	AZ
1-28-16	NM
1-28-16	IA
1-28-16	MA
1-28-16	WI
1-28-16	AZ
1-28-16	OR
1-28-16	TX
1-28-16	TN
1-28-16	NJ
1-28-16	NJ
1-28-16	PA
1-28-16	OH
1-28-16	OH
1-27-16	NC
1-27-16	AZ
1-27-16	HI
1-27-16	MO
1-27-16	MO
1-27-16	CO
1-27-16	NJ
1-27-16	NY
1-27-16	MA
1-26-16	CA
1-26-16	AZ
1-26-16	VA
1-26-16	SC
1-26-16	AZ
1-26-16	CO
1-25-16	KS
1-25-16	TX
1-25-16	CT
1-25-16	NS
1-25-16	FL
1-25-16	SC
1-25-16	NM
1-25-16	OR
1-25-16	CA
1-25-16	TN
1-24-16	NY
1-24-16	WA
1-24-16	CA
1-24-16	NC
1-24-16	MN
1-24-16	NV
1-24-16	TN
1-24-16	AL
1-24-16	VA
1-24-16	GA
1-24-16	CO
1-24-16	IL
1-24-16	NY
1-24-16	NV
1-24-16	CA
1-24-16	MD
1-23-16	CA
1-23-16	KS
1-23-16	CA
1-23-16	AZ
1-23-16	TX
1-23-16	NM
1-23-16	CA
1-23-16	TX
1-23-16	TN
1-23-16	MI
1-23-16	VA
1-23-16	AZ
1-23-16	WA
1-23-16	HI
1-23-16	CA
1-22-16	WA
1-22-16	UT
1-22-16	WI
1-22-16	WA
1-22-16	CO
1-22-16	NY
1-22-16	VA
1-21-16	CA
1-21-16	CA
1-21-16	AZ
1-21-16	CA
1-21-16	IL
1-21-16	UT
1-21-16	CA
1-21-16	NC
1-21-16	NC
1-21-16	NC
1-21-16	OH
1-21-16	VA
1-20-16	VT
1-20-16	VT
1-20-16	VT
1-20-16	PA
1-20-16	NV
1-20-16	WA
1-19-16	NJ
1-19-16	MI
1-19-16	MI
1-19-16	WI
1-19-16	IN
1-19-16	MN
1-19-16	VA
1-18-16	PA
1-18-16	CA
1-18-16	AZ
1-18-16	AK
1-18-16	AZ
1-18-16	UT
1-18-16	AB
1-18-16	PA
1-18-16	ND
1-18-16	WI
1-17-16	NY
1-17-16	TX
1-17-16	FL
1-17-16	TX
1-17-16	MD
1-17-16	CA
1-17-16	NY
1-16-16	WI
1-16-16	OR
1-16-16	OR
1-16-16	NY
1-16-16	NY
1-16-16	NC
1-16-16	CA
1-16-16	PA
1-16-16	NJ
1-16-16	FL
1-16-16	NJ
1-16-16	SC
1-16-16	ON
1-16-16	OR
1-16-16	VA
1-15-16	PA
1-15-16	IL
1-15-16	MD
1-15-16	TX
1-15-16	AB
1-15-16	NY
1-15-16	TX
1-15-16	NV
1-15-16	TX
1-15-16	CA
1-14-16	NC
1-14-16	TN
1-14-16	IN
1-14-16	IA
1-14-16	SC
1-14-16	SC
1-14-16	MD
1-14-16	OH
1-14-16	IL
1-14-16	IL
1-14-16	PA
1-14-16	CA
1-14-16	AZ
1-14-16	FL
1-14-16	CA
1-14-16	NC
1-14-16	CA
1-13-16	NM
1-13-16	IA
1-13-16	AR
1-13-16	WA
1-13-16	CA
1-13-16	AR
1-13-16	CA
1-13-16	NM
1-13-16	BC
1-13-16	LA
1-13-16	MO
1-13-16	AZ
1-13-16	NJ
1-13-16	FL
1-13-16	VA
1-13-16	AZ
12-1-16	OH
12-1-16	LA
12-1-16	IL
12-1-16	TN
12-1-16	AZ
12-1-16	MS
12-1-16	MO
12-1-16	MO
12-1-16	CO
12-1-16	KS
12-1-16	CO
11-1-16	NY
11-1-16	AZ
11-1-16	MS
11-1-16	ON
11-1-16	CO
11-1-16	NC
11-1-16	NC
11-1-16	MD
11-1-16	GA
11-1-16	NC
11-1-16	LA
11-1-16	CA
11-1-16	MO
11-1-16	GA
11-1-16	ME
10-1-16	NC
10-1-16	FL
10-1-16	WA
10-1-16	CO
10-1-16	NY
9-1-16	IL
9-1-16	VA
9-1-16	WA
9-1-16	CA
9-1-16	CO
9-1-16	KS
8-1-16	ID
8-1-16	WA
8-1-16	AZ
8-1-16	TX
8-1-16	CA
8-1-16	MI
8-1-16	AL
8-1-16	NV
7-1-16	TX
7-1-16	AL
7-1-16	PA
7-1-16	NC
7-1-16	PA
7-1-16	NY
7-1-16	HI
7-1-16	SC
6-1-16	KY
6-1-16	ME
6-1-16	BC
6-1-16	BC
6-1-16	AZ
6-1-16	TX
6-1-16	NH
6-1-16	TN
6-1-16	NM
6-1-16	MI
6-1-16	CT
6-1-16	IL
6-1-16	WI
6-1-16	AL
6-1-16	WA
6-1-16	FL
6-1-16	CT
6-1-16	NC
6-1-16	PA
6-1-16	WA
6-1-16	IL
5-1-16	ME
5-1-16	PA
5-1-16	IA
5-1-16	NV
5-1-16	PA
5-1-16	CA
5-1-16	ME
5-1-16	AL
5-1-16	SC
5-1-16	SC
5-1-16	ME
5-1-16	TN
5-1-16	NJ
5-1-16	NJ
5-1-16	OH
4-1-16	CA
4-1-16	AR
4-1-16	MI
4-1-16	CA
4-1-16	CA
4-1-16	MO
4-1-16	FL
4-1-16	WA
4-1-16	SD
4-1-16	VA
4-1-16	IA
4-1-16	BC
4-1-16	HI
4-1-16	VA
4-1-16	WA
3-1-16	MN
3-1-16	FL
3-1-16	CT
3-1-16	ON
3-1-16	SC
3-1-16	SC
3-1-16	CO
3-1-16	CA
3-1-16	CA
3-1-16	TN
3-1-16	MD
3-1-16	CT
3-1-16	CT
2-1-16	ND
2-1-16	TN
2-1-16	AZ
2-1-16	TN
2-1-16	MT
2-1-16	IN
2-1-16	ID
2-1-16	SC
2-1-16	CT
2-1-16	AZ
2-1-16	OR
2-1-16	AB
2-1-16	NY
2-1-16	PA
2-1-16	MD
2-1-16	ME
2-1-16	NM
2-1-16	FL
2-1-16	AZ
2-1-16	CA
2-1-16	MN
1-1-16	WV
1-1-16	WV
1-1-16	WA
1-1-16	UT
1-1-16	CA
1-1-16	NC
1-1-16	SC
1-1-16	ME
1-1-16	KY
1-1-16	FL
1-1-16	AZ
1-1-16	NY
1-1-16	MO
1-1-16	WA
1-1-16	WY
1-1-16	WA
1-1-16	KY
1-1-16	CA
1-1-16	MD
1-1-16	CO
1-1-16	CA
1-1-16	NV
1-1-16	AZ
1-1-16	FL
1-1-16	NJ
1-1-16	FL
1-1-16	NC
1-1-16	NV
1-1-16	WA
1-1-16	FL
1-1-16	MO
1-1-16	WA
1-1-16	PA
1-1-16	CA
1-1-16	AK
1-1-16	OR
1-1-16	MO
1-1-16	CT
